,mass_1,mass_2,dec,ra,time_jitter,phase,geocent_time,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,theta_jn,psi,luminosity_distance,log_likelihood,log_prior,reference_frequency,waveform_approximant,minimum_frequency,H1_log_likelihood,L1_log_likelihood,V1_log_likelihood,H1_matched_filter_snr,H1_optimal_snr,L1_matched_filter_snr,L1_optimal_snr,V1_matched_filter_snr,V1_optimal_snr,chirp_mass,total_mass,symmetric_mass_ratio,mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,cos_tilt_1,cos_tilt_2,redshift,comoving_distance,mass_1_source,mass_2_source,chirp_mass_source,total_mass_source
20,42.576701437135235,22.146381992586598,-1.2089837963429144,1.363539479684443,6.675633487637713e-05,1.3,1126259642.4116652,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.6790725356093,-2.7473431529481145,100.0,IMRPhenomPv2,20.0,260.02199456285086,156.64498421275962,142.9825223489424,(23.077992624479453-1.6327850445023755j),22.297783363424337,(18.044300436183608-0.8043718642090794j),18.09734891364681,(17.306891417713825+2.3911832529610804j),18.24203060708805,26.45288472684679,64.72308342972184,0.22509010338484092,0.5201526009544415,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,36.08018538347313,18.76720227013197,22.41660233546959,54.84738765360511
21,22.302591882785308,42.43564684334274,-1.244347014652513,1.3659790736130668,-0.00015176855803119147,1.3,1126259642.4109974,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.7092204660731,-2.8461056628514347,100.0,IMRPhenomPv2,20.0,260.1808191654286,156.84378377934695,142.65434938398158,(23.0968438676011-1.7926999412162923j),22.71454623996788,(18.029590897926877+1.3336258230346147j),18.309469217263047,(17.333307457269427-0.7545394268096277j),18.581209791070847,26.510597881547366,64.73823872612805,0.22582104052682164,1.9027226551232157,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,18.899577057441956,35.960653439441764,22.465509396147752,54.86023049688372
22,22.65545849827367,42.19828644872233,-1.1723056252186685,1.399945032954087,0.00023734358124114343,1.3,1126259642.4118726,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.8608218596597,-2.6554784624767853,100.0,IMRPhenomPv2,20.0,260.1358581094824,156.8160782261139,142.8799060177083,(23.074983554617116+0.4579712938019431j),22.441436525414012,(18.067614900771783-1.8345551253152683j),18.300633489273185,(17.251693733657167+2.0219987797902927j),17.960844036887952,26.662053230274395,64.853744946996,0.2272990147020348,1.8626101277949332,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,19.19860193425767,35.759510402251735,22.593855108120252,54.9581123365094
23,42.0919696671005,22.627806113781613,-1.2036423413288861,1.3916941721804506,-0.0001889105604483742,1.3,1126259642.411385,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.8676295320191,-2.733342798476115,100.0,IMRPhenomPv2,20.0,260.5783531308516,158.38429735400496,140.87461882606036,(23.12022709272589+0.8179684663538254j),22.63554515320837,(18.140493367097235+0.5147543129120414j),18.350223218668283,(17.157181717183033+1.104900294102696j),18.266351913569164,26.613231866653646,64.71977578088212,0.2273880773538185,0.5375801202163207,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,35.669415842062435,19.17516885642186,22.55248309500854,54.8445846984843
24,42.402015346796645,22.191748166456954,-1.1892628493847421,1.3792918741028177,-0.00019810015342434126,1.3,1126259642.4118793,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.8928223082374,-2.6967368254294355,100.0,IMRPhenomPv2,20.0,261.2169263845861,157.07642908086106,141.57156816324522,(23.16087138060936-0.18639252043623836j),22.229630466900435,(18.046454667758766-1.0540891526730491j),18.095619776781177,(17.235020082474954+2.859494138518131j),18.01506475176147,26.430701546862384,64.5937635132536,0.22552611357884156,0.5233654104635259,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,35.932153565352216,18.805646299569013,22.397803949986063,54.737799864921236
25,22.37086191890259,42.120938514204894,-1.191982952729399,1.4055951480463504,2.187871861620671e-05,1.3,1126259642.411687,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.9238843242907,-2.7035436857907724,100.0,IMRPhenomPv2,20.0,261.8880765936949,156.85024295261525,141.15520497777197,(23.109076915906357+1.9796267953766755j),22.493813117873806,(18.056248336868116+0.488328899494879j),18.255428568701156,(17.21746192708253+0.9581164248991015j),18.001307651391574,26.461079258531083,64.49180043310749,0.22655401005661932,1.8828482633748762,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,18.95743019016725,35.693964511606865,22.423546514147606,54.651394701774116
26,22.26496415916758,42.33155968091252,-1.1890431372735495,1.371996712373122,0.00015034513579025157,1.3,1126259642.4117105,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.930408992168,-2.6961893510755024,100.0,IMRPhenomPv2,20.0,262.08380623608394,156.13055624578428,141.68580439407356,(23.108709766619015-1.7595784421395642j),22.209635207475042,(17.907937797808174-2.1169198572129972j),18.092079149105828,(17.27333642205408+2.3541738673072525j),18.06726867212733,26.45635032591106,64.5965238400801,0.22587490085978099,1.901263320178422,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,18.86769071590161,35.872448294614685,22.41953914016519,54.740139010516295
27,42.089548279584534,22.616773226455493,-1.1952666177132736,1.388510839652222,-0.00011801358819703986,1.3,1126259642.411518,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.9717110624348,-2.711832961915973,100.0,IMRPhenomPv2,20.0,261.2197653527124,158.14141040762883,140.58017513533562,(23.12136411143049+0.955272542076049j),22.533411664503944,(18.124952724687628+0.14760237004015317j),18.30390503853964,(17.142254141711394+2.107854753573018j),18.19729511788993,26.605633403678862,64.70632150604003,0.22735865199392546,0.5373489179836535,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,35.66736391912072,19.16581940926872,22.54604403459508,54.833183328389445
28,42.5453073747766,22.201914129274133,-1.2312969858916913,1.3826971623529953,0.00017307118931064887,1.3,1126259642.4113019,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,571.9929136494776,-2.8083676139612015,100.0,IMRPhenomPv2,20.0,260.03801873171255,155.3189893762885,144.60560316339485,(23.074001560979365-1.4597019579269086j),22.653127942225225,(17.97566754000113+0.460197788043576j),18.281952020459446,(17.394819819455318-1.1588654422459048j),18.381140892691782,26.47896608027172,64.74722150405073,0.2253200358440393,0.5218416671361682,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,36.05358154729967,18.814261100872653,22.438704096171108,54.86784264817232
29,22.248155778013956,42.519534678684664,-1.2103469281343355,1.3771113775577881,-0.00015031483297148066,1.3,1126259642.4115372,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,572.0168081470127,-2.7509522420894994,100.0,IMRPhenomPv2,20.0,257.9408800528625,156.56116568263732,145.48440477045128,(23.058889231663198-1.9568272975797563j),22.44698997997963,(18.073376629975893-1.1391479818139645j),18.194442881694297,(17.458711433164762+0.4760557663885939j),18.244698186406826,26.50072953360932,64.76769045669862,0.22550994448981906,1.9111487308401205,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,18.853447021872984,36.031741347814,22.457146798505963,54.88518836968698
30,42.20608563166813,22.303433926463136,-1.192345212527651,1.4109148930475304,0.00013645671880758092,1.3,1126259642.4117188,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,572.0214018888463,-2.7044542807276803,100.0,IMRPhenomPv2,20.0,259.5980651484775,157.1174001012729,143.27557690448128,(23.125941614727452+1.42652537449343j),22.506104837699798,(18.068263282967234-0.009036428631299049j),18.25479323153794,(17.262386625197255-0.0431511703961596j),17.962472920348127,26.4437671483641,64.50951955813127,0.22620343456798586,0.5284411854988132,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,35.76611955601484,18.900290618872774,22.408875952006337,54.66641017488762
31,42.18518412098349,22.582364533369205,-1.214933110427443,1.3932764797496457,0.0002233761404494231,1.3,1126259642.4112957,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,572.0607423026923,-2.7632051275153406,100.0,IMRPhenomPv2,20.0,260.1256152645472,157.35857890961802,142.5462535036779,(23.1292202004573+0.6680227207403984j),22.734194542195862,(18.142930461160038+1.0469313210507971j),18.387642851196446,(17.22801295143033+0.22058177438881857j),18.347187429384206,26.612527644235485,64.7675486543527,0.22709859249969488,0.5353150639002764,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,35.74840727782416,19.136660926261545,22.551886325542124,54.8850682040857
32,22.31738408556453,42.45141137026264,-1.2457565860136155,1.365077607031938,-6.344928542881438e-05,1.3,1126259642.410997,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,572.0652008983516,-2.8502787520728345,100.0,IMRPhenomPv2,20.0,261.8643267179296,153.7599559072066,144.98097544459517,(23.104421434329005-1.6523117489522794j),22.732183825422986,(17.998238599337853+1.5288120840952593j),18.32028339493096,(17.361691447590754-0.6047862272018221j),18.602989535726728,26.524553918815336,64.76879545582717,0.22584151622957094,1.9021678888307223,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,18.91211220930881,35.974012554510665,22.47733596783721,54.88612476381948
33,22.29470816550782,42.40721371508112,-1.1720615507825545,1.401703019916575,-7.113080402408237e-05,1.3,1126259642.4121444,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,900,572.0813238682288,-2.654898931988259,100.0,IMRPhenomPv2,20.0,259.8523419684799,154.3577212831885,145.8456659401894,(22.95654339820017+0.8387711766395936j),22.286138872904086,(18.04619722303493-1.6273496979463407j),18.171582557927756,(17.335350492728217+2.2186327806140165j),17.81340671318001,26.497291425465924,64.70192188058894,0.22584327804384835,1.9021201533684746,0.4,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18005772377871132,762.6745565728387,18.892896267919014,35.9365587467088,22.454233290061318,54.82945501462781
